Vehicle_Index,Maintenance_Probability,Vehicle_Health_Score,Health_Status,Priority,Recommended_Action,Recommendation,Risk_Level,Priority_Rank
22108,0.1049,89.51,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
1207,0.1048,89.52,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
4575,0.1048,89.52,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
6418,0.1048,89.52,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
6616,0.1048,89.52,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
19356,0.1048,89.52,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
844,0.1047,89.53,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
1192,0.1047,89.53,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
13707,0.1047,89.53,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
15544,0.1047,89.53,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
17980,0.1047,89.53,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
23366,0.1047,89.53,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
3330,0.1046,89.54,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
7571,0.1046,89.54,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
9495,0.1046,89.54,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
16621,0.1046,89.54,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
17314,0.1046,89.54,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
2875,0.1045,89.55,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
10014,0.1045,89.55,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
13180,0.1045,89.55,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
17113,0.1045,89.55,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
19762,0.1045,89.55,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
20891,0.1045,89.55,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
21816,0.1045,89.55,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
22999,0.1045,89.55,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
3243,0.1044,89.56,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8746,0.1044,89.56,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
13758,0.1044,89.56,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
15532,0.1044,89.56,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
21198,0.1044,89.56,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
22206,0.1044,89.56,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
22526,0.1044,89.56,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
637,0.1043,89.57,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
978,0.1043,89.57,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
2310,0.1043,89.57,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
2803,0.1043,89.57,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
5882,0.1043,89.57,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
19438,0.1043,89.57,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
20550,0.1043,89.57,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
22127,0.1043,89.57,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
22239,0.1043,89.57,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
2893,0.1042,89.58,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
4074,0.1042,89.58,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
5394,0.1042,89.58,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
6094,0.1042,89.58,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
7197,0.1042,89.58,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
10170,0.1042,89.58,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
11768,0.1042,89.58,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
2511,0.1041,89.59,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
5265,0.1041,89.59,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
6100,0.1041,89.59,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8373,0.1041,89.59,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
20338,0.1041,89.59,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8098,0.104,89.6,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
10018,0.104,89.6,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
17736,0.104,89.6,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
22899,0.104,89.6,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
2012,0.1039,89.61,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
2299,0.1039,89.61,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
5712,0.1039,89.61,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8256,0.1039,89.61,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
18590,0.1039,89.61,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
18919,0.1039,89.61,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
731,0.1038,89.62,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
2748,0.1038,89.62,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
9715,0.1038,89.62,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
14402,0.1038,89.62,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
19816,0.1038,89.62,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
20898,0.1038,89.62,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8334,0.1037,89.63,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8740,0.1037,89.63,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
15489,0.1037,89.63,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
20109,0.1037,89.63,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
22648,0.1037,89.63,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
1871,0.1036,89.64,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
5788,0.1036,89.64,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
